"Plot Title: 21523214."
"#","Date Time, GMT+07:00","PAR, µmol/m²/s (LGR S/N: 21523214, SEN S/N: 21534670)","PAR, µmol/m²/s (LGR S/N: 21523214, SEN S/N: 21534671)","PAR, µmol/m²/s (LGR S/N: 21523214, SEN S/N: 21534672)","PAR, µmol/m²/s (LGR S/N: 21523214, SEN S/N: 21534673)"
335,07/10/26 04 นาฬิกา 57 นาที,-888.9,353.7,348.7,116.2
336,07/10/26 04 นาฬิกา 57 นาที,-888.9,363.7,351.2,118.7
337,07/10/26 04 นาฬิกา 57 นาที,-888.9,371.2,348.7,121.2
338,07/10/26 04 นาฬิกา 57 นาที,-888.9,363.7,358.7,126.2
339,07/10/26 04 นาฬิกา 57 นาที,-888.9,371.2,361.2,128.7
340,07/10/26 04 นาฬิกา 58 นาที,-888.9,378.7,363.7,133.7
341,07/10/26 04 นาฬิกา 58 นาที,-888.9,376.2,351.2,141.2
342,07/10/26 04 นาฬิกา 58 นาที,-888.9,383.7,366.2,141.2
343,07/10/26 04 นาฬิกา 58 นาที,-888.9,396.2,361.2,146.2
344,07/10/26 04 นาฬิกา 58 นาที,-888.9,391.2,376.2,146.2
345,07/10/26 04 นาฬิกา 58 นาที,-888.9,393.7,368.7,153.7
346,07/10/26 04 นาฬิกา 59 นาที,-888.9,398.7,371.2,153.7
347,07/10/26 04 นาฬิกา 59 นาที,-888.9,396.2,383.7,153.7
348,07/10/26 04 นาฬิกา 59 นาที,-888.9,408.7,391.2,156.2
349,07/10/26 04 นาฬิกา 59 นาที,-888.9,408.7,378.7,163.7
350,07/10/26 04 นาฬิกา 59 นาที,-888.9,418.7,396.2,166.2
351,07/10/26 04 นาฬิกา 59 นาที,-888.9,418.7,398.7,168.7
352,07/10/26 05 นาฬิกา 0 นาที,-888.9,421.2,406.2,173.7
353,07/10/26 05 นาฬิกา 0 นาที,-888.9,413.7,408.7,171.2
354,07/10/26 05 นาฬิกา 0 นาที,-888.9,421.2,398.7,171.2
355,07/10/26 05 นาฬิกา 0 นาที,-888.9,408.7,381.2,146.2
356,07/10/26 05 นาฬิกา 0 นาที,-888.9,403.7,391.2,163.7
357,07/10/26 05 นาฬิกา 0 นาที,-888.9,403.7,393.7,148.7
358,07/10/26 05 นาฬิกา 1 นาที,-888.9,383.7,373.7,136.2
359,07/10/26 05 นาฬิกา 1 นาที,-888.9,373.7,363.7,126.2
360,07/10/26 05 นาฬิกา 1 นาที,-888.9,368.7,356.2,113.7
361,07/10/26 05 นาฬิกา 1 นาที,-888.9,356.2,353.7,106.2
362,07/10/26 05 นาฬิกา 1 นาที,-888.9,-888.9,-888.9,-888.9
363,07/10/26 05 นาฬิกา 1 นาที,-888.9,-888.9,-888.9,-888.9
364,07/10/26 05 นาฬิกา 2 นาที,-888.9,-888.9,-888.9,-888.9
365,07/10/26 05 นาฬิกา 2 นาที,-888.9,-888.9,-888.9,-888.9
366,07/10/26 05 นาฬิกา 2 นาที,-888.9,-888.9,-888.9,-888.9
367,07/10/26 05 นาฬิกา 2 นาที,-888.9,-888.9,-888.9,-888.9
368,07/10/26 05 นาฬิกา 2 นาที,-888.9,-888.9,-888.9,-888.9
369,07/10/26 05 นาฬิกา 2 นาที,-888.9,-888.9,-888.9,-888.9
370,07/10/26 05 นาฬิกา 3 นาที,-888.9,-888.9,-888.9,-888.9
371,07/10/26 05 นาฬิกา 3 นาที,-888.9,-888.9,-888.9,-888.9
372,07/10/26 05 นาฬิกา 3 นาที,-888.9,-888.9,-888.9,-888.9
373,07/10/26 05 นาฬิกา 3 นาที,-888.9,-888.9,-888.9,-888.9
374,07/10/26 05 นาฬิกา 3 นาที,-888.9,-888.9,-888.9,-888.9
375,07/10/26 05 นาฬิกา 3 นาที,-888.9,-888.9,-888.9,-888.9
376,07/10/26 05 นาฬิกา 4 นาที,-888.9,-888.9,-888.9,-888.9
377,07/10/26 05 นาฬิกา 4 นาที,-888.9,-888.9,-888.9,-888.9
378,07/10/26 05 นาฬิกา 4 นาที,-888.9,-888.9,-888.9,-888.9
379,07/10/26 05 นาฬิกา 4 นาที,-888.9,-888.9,-888.9,-888.9
380,07/10/26 05 นาฬิกา 4 นาที,-888.9,-888.9,-888.9,-888.9
381,07/10/26 05 นาฬิกา 4 นาที,-888.9,-888.9,-888.9,-888.9
382,07/10/26 05 นาฬิกา 5 นาที,-888.9,-888.9,-888.9,-888.9
383,07/10/26 05 นาฬิกา 5 นาที,-888.9,-888.9,-888.9,-888.9
384,07/10/26 05 นาฬิกา 5 นาที,-888.9,-888.9,-888.9,-888.9
385,07/10/26 05 นาฬิกา 5 นาที,-888.9,-888.9,-888.9,-888.9
386,07/10/26 05 นาฬิกา 5 นาที,-888.9,-888.9,-888.9,-888.9
387,07/10/26 05 นาฬิกา 5 นาที,-888.9,-888.9,-888.9,-888.9
388,07/10/26 05 นาฬิกา 6 นาที,-888.9,-888.9,-888.9,-888.9
389,07/10/26 05 นาฬิกา 6 นาที,-888.9,-888.9,-888.9,-888.9
390,07/10/26 05 นาฬิกา 6 นาที,-888.9,-888.9,-888.9,-888.9
391,07/10/26 05 นาฬิกา 6 นาที,-888.9,-888.9,-888.9,-888.9
392,07/10/26 05 นาฬิกา 6 นาที,-888.9,-888.9,-888.9,-888.9
393,07/10/26 05 นาฬิกา 6 นาที,-888.9,-888.9,-888.9,-888.9
394,07/10/26 05 นาฬิกา 7 นาที,-888.9,-888.9,-888.9,-888.9
395,07/10/26 05 นาฬิกา 7 นาที,-888.9,-888.9,-888.9,-888.9
396,07/10/26 05 นาฬิกา 7 นาที,-888.9,-888.9,-888.9,-888.9
397,07/10/26 05 นาฬิกา 7 นาที,-888.9,-888.9,-888.9,-888.9
398,07/10/26 05 นาฬิกา 7 นาที,-888.9,-888.9,-888.9,-888.9
399,07/10/26 05 นาฬิกา 7 นาที,-888.9,-888.9,-888.9,-888.9
400,07/10/26 05 นาฬิกา 8 นาที,-888.9,-888.9,-888.9,-888.9
401,07/10/26 05 นาฬิกา 8 นาที,-888.9,-888.9,-888.9,-888.9
402,07/10/26 05 นาฬิกา 8 นาที,-888.9,-888.9,-888.9,-888.9
403,07/10/26 05 นาฬิกา 8 นาที,-888.9,-888.9,-888.9,-888.9
404,07/10/26 05 นาฬิกา 8 นาที,-888.9,-888.9,-888.9,-888.9
405,07/10/26 05 นาฬิกา 8 นาที,-888.9,-888.9,-888.9,-888.9
406,07/10/26 05 นาฬิกา 9 นาที,-888.9,-888.9,-888.9,-888.9
407,07/10/26 05 นาฬิกา 9 นาที,-888.9,-888.9,-888.9,-888.9
408,07/10/26 05 นาฬิกา 9 นาที,-888.9,-888.9,-888.9,-888.9
409,07/10/26 05 นาฬิกา 9 นาที,-888.9,-888.9,-888.9,-888.9
410,07/10/26 05 นาฬิกา 9 นาที,-888.9,-888.9,-888.9,-888.9
411,07/10/26 05 นาฬิกา 9 นาที,-888.9,-888.9,-888.9,-888.9
412,07/10/26 05 นาฬิกา 10 นาที,-888.9,-888.9,-888.9,-888.9
413,07/10/26 05 นาฬิกา 10 นาที,-888.9,-888.9,-888.9,-888.9
414,07/10/26 05 นาฬิกา 10 นาที,-888.9,-888.9,-888.9,-888.9
415,07/10/26 05 นาฬิกา 10 นาที,-888.9,-888.9,-888.9,-888.9
416,07/10/26 05 นาฬิกา 10 นาที,-888.9,-888.9,-888.9,-888.9
417,07/10/26 05 นาฬิกา 10 นาที,-888.9,-888.9,-888.9,-888.9
418,07/10/26 05 นาฬิกา 11 นาที,-888.9,-888.9,-888.9,-888.9
419,07/10/26 05 นาฬิกา 11 นาที,-888.9,-888.9,-888.9,-888.9
420,07/10/26 05 นาฬิกา 11 นาที,-888.9,-888.9,-888.9,-888.9
421,07/10/26 05 นาฬิกา 11 นาที,-888.9,-888.9,-888.9,-888.9
422,07/10/26 05 นาฬิกา 11 นาที,-888.9,-888.9,-888.9,-888.9
423,07/10/26 05 นาฬิกา 11 นาที,-888.9,-888.9,-888.9,-888.9
424,07/10/26 05 นาฬิกา 12 นาที,-888.9,-888.9,-888.9,-888.9
425,07/10/26 05 นาฬิกา 12 นาที,-888.9,-888.9,-888.9,-888.9
426,07/10/26 05 นาฬิกา 12 นาที,-888.9,-888.9,-888.9,-888.9
427,07/10/26 05 นาฬิกา 12 นาที,-888.9,-888.9,-888.9,-888.9
428,07/10/26 05 นาฬิกา 12 นาที,-888.9,-888.9,-888.9,-888.9
429,07/10/26 05 นาฬิกา 12 นาที,-888.9,-888.9,-888.9,-888.9
430,07/10/26 05 นาฬิกา 13 นาที,-888.9,-888.9,-888.9,-888.9
431,07/10/26 05 นาฬิกา 13 นาที,-888.9,-888.9,-888.9,-888.9
432,07/10/26 05 นาฬิกา 13 นาที,-888.9,-888.9,-888.9,-888.9
433,07/10/26 05 นาฬิกา 13 นาที,-888.9,-888.9,-888.9,-888.9
434,07/10/26 05 นาฬิกา 13 นาที,-888.9,-888.9,-888.9,-888.9
435,07/10/26 05 นาฬิกา 13 นาที,-888.9,-888.9,-888.9,-888.9
436,07/10/26 05 นาฬิกา 14 นาที,-888.9,-888.9,-888.9,-888.9
437,07/10/26 05 นาฬิกา 14 นาที,-888.9,-888.9,-888.9,-888.9
438,07/10/26 05 นาฬิกา 14 นาที,-888.9,-888.9,-888.9,-888.9
439,07/10/26 05 นาฬิกา 14 นาที,-888.9,-888.9,-888.9,-888.9
440,07/10/26 05 นาฬิกา 14 นาที,-888.9,-888.9,-888.9,-888.9
441,07/10/26 05 นาฬิกา 14 นาที,-888.9,-888.9,-888.9,-888.9
442,07/10/26 05 นาฬิกา 15 นาที,-888.9,-888.9,-888.9,-888.9
443,07/10/26 05 นาฬิกา 15 นาที,-888.9,-888.9,-888.9,-888.9
444,07/10/26 05 นาฬิกา 15 นาที,-888.9,-888.9,-888.9,-888.9
445,07/10/26 05 นาฬิกา 15 นาที,-888.9,-888.9,-888.9,-888.9
446,07/10/26 05 นาฬิกา 15 นาที,-888.9,-888.9,-888.9,-888.9
447,07/10/26 05 นาฬิกา 15 นาที,-888.9,-888.9,-888.9,-888.9
448,07/10/26 05 นาฬิกา 16 นาที,-888.9,-888.9,-888.9,-888.9
449,07/10/26 05 นาฬิกา 16 นาที,-888.9,-888.9,-888.9,-888.9
450,07/10/26 05 นาฬิกา 16 นาที,-888.9,-888.9,-888.9,-888.9
451,07/10/26 05 นาฬิกา 16 นาที,-888.9,-888.9,-888.9,-888.9
452,07/10/26 05 นาฬิกา 16 นาที,-888.9,-888.9,-888.9,-888.9
453,07/10/26 05 นาฬิกา 16 นาที,-888.9,-888.9,-888.9,-888.9
454,07/10/26 05 นาฬิกา 17 นาที,-888.9,-888.9,-888.9,-888.9
455,07/10/26 05 นาฬิกา 17 นาที,-888.9,-888.9,-888.9,-888.9
456,07/10/26 05 นาฬิกา 17 นาที,-888.9,-888.9,-888.9,-888.9
457,07/10/26 05 นาฬิกา 17 นาที,-888.9,-888.9,-888.9,-888.9
458,07/10/26 05 นาฬิกา 17 นาที,-888.9,-888.9,-888.9,-888.9
459,07/10/26 05 นาฬิกา 17 นาที,-888.9,-888.9,-888.9,-888.9
460,07/10/26 05 นาฬิกา 18 นาที,-888.9,-888.9,-888.9,-888.9
461,07/10/26 05 นาฬิกา 18 นาที,-888.9,-888.9,-888.9,-888.9
462,07/10/26 05 นาฬิกา 18 นาที,-888.9,-888.9,-888.9,-888.9
463,07/10/26 05 นาฬิกา 18 นาที,-888.9,-888.9,-888.9,-888.9
464,07/10/26 05 นาฬิกา 18 นาที,-888.9,-888.9,-888.9,-888.9
465,07/10/26 05 นาฬิกา 18 นาที,-888.9,-888.9,-888.9,-888.9
466,07/10/26 05 นาฬิกา 19 นาที,-888.9,-888.9,-888.9,-888.9
467,07/10/26 05 นาฬิกา 19 นาที,-888.9,-888.9,-888.9,-888.9
468,07/10/26 05 นาฬิกา 19 นาที,-888.9,-888.9,-888.9,-888.9
469,07/10/26 05 นาฬิกา 19 นาที,-888.9,-888.9,-888.9,-888.9
470,07/10/26 05 นาฬิกา 19 นาที,-888.9,-888.9,-888.9,-888.9
471,07/10/26 05 นาฬิกา 19 นาที,-888.9,-888.9,-888.9,-888.9
472,07/10/26 05 นาฬิกา 20 นาที,-888.9,-888.9,-888.9,-888.9
473,07/10/26 05 นาฬิกา 20 นาที,-888.9,-888.9,-888.9,-888.9
474,07/10/26 05 นาฬิกา 20 นาที,-888.9,-888.9,-888.9,-888.9
475,07/10/26 05 นาฬิกา 20 นาที,-888.9,-888.9,-888.9,-888.9
476,07/10/26 05 นาฬิกา 20 นาที,-888.9,-888.9,-888.9,-888.9
477,07/10/26 05 นาฬิกา 20 นาที,-888.9,-888.9,-888.9,-888.9
478,07/10/26 05 นาฬิกา 21 นาที,-888.9,-888.9,-888.9,-888.9
479,07/10/26 05 นาฬิกา 21 นาที,-888.9,-888.9,-888.9,-888.9
480,07/10/26 05 นาฬิกา 21 นาที,-888.9,-888.9,-888.9,-888.9
481,07/10/26 05 นาฬิกา 21 นาที,-888.9,-888.9,-888.9,-888.9
482,07/10/26 05 นาฬิกา 21 นาที,-888.9,-888.9,-888.9,-888.9
483,07/10/26 05 นาฬิกา 21 นาที,-888.9,-888.9,-888.9,-888.9
484,07/10/26 05 นาฬิกา 22 นาที,-888.9,-888.9,-888.9,-888.9
485,07/10/26 05 นาฬิกา 22 นาที,-888.9,-888.9,-888.9,-888.9
486,07/10/26 05 นาฬิกา 22 นาที,-888.9,-888.9,-888.9,-888.9
487,07/10/26 05 นาฬิกา 22 นาที,-888.9,-888.9,-888.9,-888.9
488,07/10/26 05 นาฬิกา 22 นาที,-888.9,-888.9,-888.9,-888.9
489,07/10/26 05 นาฬิกา 22 นาที,-888.9,-888.9,-888.9,-888.9
490,07/10/26 05 นาฬิกา 23 นาที,-888.9,-888.9,-888.9,-888.9
491,07/10/26 05 นาฬิกา 23 นาที,-888.9,-888.9,-888.9,-888.9
492,07/10/26 05 นาฬิกา 23 นาที,-888.9,-888.9,-888.9,-888.9
493,07/10/26 05 นาฬิกา 23 นาที,-888.9,-888.9,-888.9,-888.9
494,07/10/26 05 นาฬิกา 23 นาที,-888.9,-888.9,-888.9,-888.9
495,07/10/26 05 นาฬิกา 23 นาที,-888.9,-888.9,-888.9,-888.9
496,07/10/26 05 นาฬิกา 24 นาที,-888.9,-888.9,-888.9,-888.9
497,07/10/26 05 นาฬิกา 24 นาที,-888.9,-888.9,-888.9,-888.9
498,07/10/26 05 นาฬิกา 24 นาที,-888.9,-888.9,-888.9,-888.9
499,07/10/26 05 นาฬิกา 24 นาที,-888.9,-888.9,-888.9,-888.9
500,07/10/26 05 นาฬิกา 24 นาที,-888.9,-888.9,-888.9,-888.9
501,07/10/26 05 นาฬิกา 24 นาที,-888.9,-888.9,-888.9,-888.9
502,07/10/26 05 นาฬิกา 25 นาที,-888.9,-888.9,-888.9,-888.9
503,07/10/26 05 นาฬิกา 25 นาที,-888.9,-888.9,-888.9,-888.9
504,07/10/26 05 นาฬิกา 25 นาที,-888.9,-888.9,-888.9,-888.9
505,07/10/26 05 นาฬิกา 25 นาที,-888.9,-888.9,-888.9,-888.9
506,07/10/26 05 นาฬิกา 25 นาที,-888.9,-888.9,-888.9,-888.9
507,07/10/26 05 นาฬิกา 25 นาที,-888.9,-888.9,-888.9,-888.9
508,07/10/26 05 นาฬิกา 26 นาที,-888.9,-888.9,-888.9,-888.9
509,07/10/26 05 นาฬิกา 26 นาที,-888.9,-888.9,-888.9,-888.9
510,07/10/26 05 นาฬิกา 26 นาที,-888.9,-888.9,-888.9,-888.9
511,07/10/26 05 นาฬิกา 26 นาที,-888.9,-888.9,-888.9,-888.9
512,07/10/26 05 นาฬิกา 26 นาที,-888.9,-888.9,-888.9,-888.9
513,07/10/26 05 นาฬิกา 26 นาที,-888.9,-888.9,-888.9,-888.9
514,07/10/26 05 นาฬิกา 27 นาที,-888.9,-888.9,-888.9,-888.9
515,07/10/26 05 นาฬิกา 27 นาที,-888.9,-888.9,-888.9,-888.9
516,07/10/26 05 นาฬิกา 27 นาที,-888.9,-888.9,-888.9,-888.9
517,07/10/26 05 นาฬิกา 27 นาที,-888.9,-888.9,-888.9,-888.9
518,07/10/26 05 นาฬิกา 27 นาที,-888.9,-888.9,-888.9,-888.9
519,07/10/26 05 นาฬิกา 27 นาที,-888.9,-888.9,-888.9,-888.9
520,07/10/26 05 นาฬิกา 28 นาที,-888.9,-888.9,-888.9,-888.9
521,07/10/26 05 นาฬิกา 28 นาที,-888.9,-888.9,-888.9,-888.9
522,07/10/26 05 นาฬิกา 28 นาที,-888.9,-888.9,-888.9,-888.9
523,07/10/26 05 นาฬิกา 28 นาที,-888.9,-888.9,-888.9,-888.9
524,07/10/26 05 นาฬิกา 28 นาที,-888.9,-888.9,-888.9,-888.9
525,07/10/26 05 นาฬิกา 28 นาที,-888.9,-888.9,-888.9,-888.9
526,07/10/26 05 นาฬิกา 29 นาที,-888.9,-888.9,-888.9,-888.9
527,07/10/26 05 นาฬิกา 29 นาที,-888.9,-888.9,-888.9,-888.9
528,07/10/26 05 นาฬิกา 29 นาที,-888.9,-888.9,-888.9,-888.9
529,07/10/26 05 นาฬิกา 29 นาที,-888.9,-888.9,-888.9,-888.9
530,07/10/26 05 นาฬิกา 29 นาที,-888.9,-888.9,-888.9,-888.9
531,07/10/26 05 นาฬิกา 29 นาที,-888.9,-888.9,-888.9,-888.9
532,07/10/26 05 นาฬิกา 30 นาที,-888.9,-888.9,-888.9,-888.9
533,07/10/26 05 นาฬิกา 30 นาที,-888.9,-888.9,-888.9,-888.9
534,07/10/26 05 นาฬิกา 30 นาที,-888.9,-888.9,-888.9,-888.9
535,07/10/26 05 นาฬิกา 30 นาที,-888.9,-888.9,-888.9,-888.9
536,07/10/26 05 นาฬิกา 30 นาที,-888.9,-888.9,-888.9,-888.9
537,07/10/26 05 นาฬิกา 30 นาที,-888.9,-888.9,-888.9,-888.9
538,07/10/26 05 นาฬิกา 31 นาที,-888.9,-888.9,-888.9,-888.9
539,07/10/26 05 นาฬิกา 31 นาที,-888.9,-888.9,-888.9,-888.9
540,07/10/26 05 นาฬิกา 31 นาที,-888.9,-888.9,-888.9,-888.9
541,07/10/26 05 นาฬิกา 31 นาที,-888.9,-888.9,-888.9,-888.9
542,07/10/26 05 นาฬิกา 31 นาที,-888.9,-888.9,-888.9,-888.9
543,07/10/26 05 นาฬิกา 31 นาที,-888.9,-888.9,-888.9,-888.9
544,07/10/26 05 นาฬิกา 32 นาที,-888.9,-888.9,-888.9,-888.9
545,07/10/26 05 นาฬิกา 32 นาที,-888.9,-888.9,-888.9,-888.9
546,07/10/26 05 นาฬิกา 32 นาที,-888.9,-888.9,-888.9,-888.9
547,07/10/26 05 นาฬิกา 32 นาที,-888.9,-888.9,-888.9,-888.9
548,07/10/26 05 นาฬิกา 32 นาที,-888.9,-888.9,-888.9,-888.9
549,07/10/26 05 นาฬิกา 32 นาที,-888.9,-888.9,-888.9,-888.9
550,07/10/26 05 นาฬิกา 33 นาที,-888.9,-888.9,-888.9,-888.9
551,07/10/26 05 นาฬิกา 33 นาที,-888.9,-888.9,-888.9,-888.9
552,07/10/26 05 นาฬิกา 33 นาที,-888.9,-888.9,-888.9,-888.9
553,07/10/26 05 นาฬิกา 33 นาที,-888.9,-888.9,-888.9,-888.9
554,07/10/26 05 นาฬิกา 33 นาที,-888.9,-888.9,-888.9,-888.9
555,07/10/26 05 นาฬิกา 33 นาที,-888.9,-888.9,-888.9,-888.9
556,07/10/26 05 นาฬิกา 34 นาที,-888.9,-888.9,-888.9,-888.9
557,07/10/26 05 นาฬิกา 34 นาที,-888.9,-888.9,-888.9,-888.9
558,07/10/26 05 นาฬิกา 34 นาที,-888.9,-888.9,-888.9,-888.9
559,07/10/26 05 นาฬิกา 34 นาที,-888.9,-888.9,-888.9,-888.9
560,07/10/26 05 นาฬิกา 34 นาที,-888.9,-888.9,-888.9,-888.9
561,07/10/26 05 นาฬิกา 34 นาที,-888.9,-888.9,-888.9,-888.9
562,07/10/26 05 นาฬิกา 35 นาที,-888.9,-888.9,-888.9,-888.9
563,07/10/26 05 นาฬิกา 35 นาที,-888.9,-888.9,-888.9,-888.9
564,07/10/26 05 นาฬิกา 35 นาที,-888.9,-888.9,-888.9,-888.9
565,07/10/26 05 นาฬิกา 35 นาที,-888.9,-888.9,-888.9,-888.9
566,07/10/26 05 นาฬิกา 35 นาที,-888.9,-888.9,-888.9,-888.9
567,07/10/26 05 นาฬิกา 35 นาที,-888.9,-888.9,-888.9,-888.9
568,07/10/26 05 นาฬิกา 36 นาที,-888.9,-888.9,-888.9,-888.9
569,07/10/26 05 นาฬิกา 36 นาที,-888.9,-888.9,-888.9,-888.9
570,07/10/26 05 นาฬิกา 36 นาที,-888.9,-888.9,-888.9,-888.9
571,07/10/26 05 นาฬิกา 36 นาที,-888.9,-888.9,-888.9,-888.9
572,07/10/26 05 นาฬิกา 36 นาที,-888.9,-888.9,-888.9,-888.9
573,07/10/26 05 นาฬิกา 36 นาที,-888.9,-888.9,-888.9,-888.9
574,07/10/26 05 นาฬิกา 37 นาที,-888.9,-888.9,-888.9,-888.9
575,07/10/26 05 นาฬิกา 37 นาที,-888.9,-888.9,-888.9,-888.9
576,07/10/26 05 นาฬิกา 37 นาที,-888.9,-888.9,-888.9,-888.9
577,07/10/26 05 นาฬิกา 37 นาที,-888.9,-888.9,-888.9,-888.9
578,07/10/26 05 นาฬิกา 37 นาที,-888.9,-888.9,-888.9,-888.9
579,07/10/26 05 นาฬิกา 37 นาที,-888.9,-888.9,-888.9,-888.9
580,07/10/26 05 นาฬิกา 38 นาที,-888.9,-888.9,-888.9,-888.9
581,07/10/26 05 นาฬิกา 38 นาที,-888.9,-888.9,-888.9,-888.9
582,07/10/26 05 นาฬิกา 38 นาที,-888.9,-888.9,-888.9,-888.9
583,07/10/26 05 นาฬิกา 38 นาที,-888.9,-888.9,-888.9,-888.9
584,07/10/26 05 นาฬิกา 38 นาที,-888.9,-888.9,-888.9,-888.9
585,07/10/26 05 นาฬิกา 38 นาที,-888.9,-888.9,-888.9,-888.9
586,07/10/26 05 นาฬิกา 39 นาที,-888.9,-888.9,-888.9,-888.9
587,07/10/26 05 นาฬิกา 39 นาที,-888.9,-888.9,-888.9,-888.9
588,07/10/26 05 นาฬิกา 39 นาที,-888.9,-888.9,-888.9,-888.9
589,07/10/26 05 นาฬิกา 39 นาที,-888.9,-888.9,-888.9,-888.9
590,07/10/26 05 นาฬิกา 39 นาที,-888.9,-888.9,-888.9,-888.9
